tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
1072583	Halomonas boliviensis LC1	24261892	0	live	KUC_RS01240	KUC_RS01240, KUC_0255	acetate kinase										
1333848	Citrobacter freundii CFNIH1	23339172	0	live	CFNIH1_RS22665	CFNIH1_RS22665, CFNIH1_23030	acetate kinase										
981327	Acinetobacter lwoffii NCTC 5866 = CIP 64.10 = NIPH 512	23283573	0	live	F925_RS05530	F925_RS05530, F925_01147	acetate kinase										
981334	Acinetobacter radioresistens DSM 6976 = NBRC 102413 = CIP 103788	23269536	0	live	F939_RS02560	F939_RS02560, F939_00331	acetate kinase										
1217658	Acinetobacter gyllenbergii NIPH 230	23000356	0	live	F987_RS03060	F987_RS03060, F987_03801	acetate kinase										
575788	Vibrio tasmaniensis LGP32	7160590	0	live	VS_RS04635	VS_RS04635, VS_0998	acetate kinase			1	NC_011753.2	1033918	1035114	minus	0		
575788	Vibrio tasmaniensis LGP32	7138420	0	live	VS_RS20135	VS_RS20135, VS_II1135	acetate kinase			2	NC_011744.2	1273484	1274677	minus	0		
382245	Aeromonas salmonicida subsp. salmonicida A449	4998526	0	live	ASA_RS16905	ASA_RS16905, ASA_3401	acetate kinase				NC_009348.1	3680158	3681360	plus	0		
382245	Aeromonas salmonicida subsp. salmonicida A449	4995369	0	live	ASA_RS17615	ASA_RS17615, ASA_3549	acetate kinase				NC_009348.1	3839069	3840268	minus	0		
272634	Mycoplasma pneumoniae M129	877032	0	live	ldh	MPN674, K05_orf312	L-lactate dehydrogenase				NC_000912.1	797819	798757	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020697	0	live	NCgl2656	NCgl2656, Cgl2752	acetate kinase				NC_003450.3	2935313	2936506	minus	0		
388919	Streptococcus sanguinis SK36	4807237	0	live	SSA_2118	SSA_2118	thiamine pyrophosphokinase				NC_009009.1	2119904	2120590	minus	0		
243274	Thermotoga maritima MSB8	897189	0	live	TM0274	TM0274	acetate kinase				NC_000853.1	287486	288697	plus	0		
224911	Bradyrhizobium diazoefficiens USDA 110	1050839	0	live	ackA2	blr3458	ackA2	ackA2|acetate kinase			NC_004463.1	3829203	3830417	plus	0		
312309	Vibrio fischeri ES114	3280580	0	live	ackA2	VF_A0794, VFA0794	acetate kinase			II	NC_006841.2	889937	891133	minus	0		
251221	Gloeobacter violaceus PCC 7421	2599118	0	live	glr1000	glr1000	acetate kinase				NC_005125.1	1071423	1072640	plus	0		
223926	Vibrio parahaemolyticus RIMD 2210633	1191300	0	live	VPA0611	VPA0611	acetate kinase			2	NC_004605.1	614768	615961	plus	0		
223926	Vibrio parahaemolyticus RIMD 2210633	1189593	0	live	VP2082	VP2082	acetate kinase			1	NC_004603.1	2188453	2189649	plus	0		
672	Vibrio vulnificus	33955214	0	live	VVCECT4999_RS05790	VVCECT4999_RS05790, VVCECT4999_05720	acetate kinase			I							
177416	Francisella tularensis subsp. tularensis SCHU S4	3190747	0	live	tdcD	FTT_1753	propionate kinase				NC_006570.2	1840480	1841634	plus	0		
266834	Sinorhizobium meliloti 1021	1237181	0	live	ackA2	SM_b21184, SMb21184	acetate kinase				NC_003078.1	932547	933725	plus	0		
1699621	Psychrobacter sp. P11F6	33134847	0	live	AK822_RS01385	AK822_RS01385, AK822_01385	acetate kinase										
1354303	Psychrobacter aquaticus CMS 56	33118657	0	live	M917_RS13510	M917_RS13510, M917_2837	acetate kinase										
202956	Acinetobacter towneri	31751240	0	live	BJN41_RS03240	BJN41_RS03240, BJN41_02035	acetate kinase										
318456	Photobacterium kishitanii	31588214	0	live	UB40_RS18250	UB40_RS18250, UB40_18240	acetate kinase										
272623	Lactococcus lactis subsp. lactis Il1403	1115688	0	live	ackA2	L0224	acetate kinase				NC_002662.1	2088579	2089766	minus	0		
176280	Staphylococcus epidermidis ATCC 12228	1056464	0	live	SE1387	SE1387	acetate kinase				NC_004461.1	1423220	1424473	minus	0		
197221	Thermosynechococcus elongatus BP-1	1012045	0	live	tlr2340	tlr2340	acetate kinase				NC_004113.1	2436807	2438054	plus	0		
1194427	Vibrio toranzoniae	34372974	0	live	VTO7225_RS02280	VTO7225_RS02280, VTO7225_00457	acetate kinase										
1194427	Vibrio toranzoniae	34369535	0	live	VTO7225_RS06795	VTO7225_RS06795, VTO7225_01374	acetate kinase										
1082705	Lonsdalea quercina subsp. quercina	33077048	0	live	RZ35_RS12285	RZ35_RS12285, DF29_RS0112720	acetate kinase										
1396858	Marinobacter sp. ES-1	32571524	0	live	Q668_RS08650	Q668_RS08650, Q666_10990	acetate kinase										
1196094	Snodgrassella alvi wkB2	32537272	0	live	SALWKB2_RS06815	SALWKB2_RS06815, SALWKB2_1342	acetate kinase										
472695	Pantoea septica	32456845	0	live	BN4413_RS11420	BN4413_RS11420, QU49_RS11105	acetate kinase										
77608	Pseudoalteromonas distincta	32209304	0	live	QT16_RS18265	QT16_RS18265, QT16_18260	acetate kinase										
1276888	Vibrio bivalvicida	32080637	0	live	APB76_RS18210	APB76_RS18210, APB76_18210	acetate kinase										
1276888	Vibrio bivalvicida	32079254	0	live	APB76_RS11260	APB76_RS11260, APB76_11275	acetate kinase										
43657	Pseudoalteromonas luteoviolacea	31725427	0	live	S4054249_RS12145	S4054249_RS12145, S4054249_12155	acetate kinase			1							
251747	Chromobacterium subtsugae	31604227	0	live	AA094_RS18175	AA094_RS18175	acetate kinase										
1346614	Serratia liquefaciens ATCC 27592	29902955	0	live	M495_RS16700	M495_RS16700, M495_17040	acetate kinase				NC_021741.1	3561096	3562298	plus	0		
1196095	Gilliamella apicola	29850835	0	live	GAPWK_RS08090	GAPWK_RS08090, GAPWK_1615	acetate kinase										
230089	Photorhabdus temperata subsp. thracensis	29597925	0	live	VY86_RS16180	VY86_RS16180, VY86_16180	acetate kinase										
190893	Vibrio coralliilyticus	29563689	0	live	JV59_RS18475	JV59_RS18475, JV59_18195	acetate kinase			2							
61647	Pluralibacter gergoviae	29486217	0	live	LG71_RS11600	LG71_RS11600, LG71_11825	acetate kinase										
28173	Vibrio nigripulchritudo	29466149	0	live	VIBNI_RS24255	VIBNI_RS24255, VIBNI_B1211	acetate kinase			2	NC_022543.1	1241852	1243045	minus	0		
273526	Serratia marcescens subsp. marcescens Db11	23389091	0	live	SMDB11_RS13380	SMDB11_RS13380, SMDB11_2708	acetate kinase			I							
1225786	Dickeya solani IPO 2222	23247379	0	live	DSOIPO2222_RS13755	DSOIPO2222_RS13755	acetate kinase										
882102	Vibrio anguillarum 775	10777421	0	live	VAA_RS17550	VAA_RS17550, VAA_03004	acetate kinase			II	NC_015637.1	821314	822507	plus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2614368	0	live	VC1098	VC1098	acetate kinase	acetate kinase		I	NC_002505.1	1167747	1168943	minus	0		
243277	Vibrio cholerae O1 biovar El Tor str. N16961	2612786	0	live	VCA0235	VCA0235	acetate kinase	acetate kinase		II	NC_002506.1	256240	257433	plus	0		
243230	Deinococcus radiodurans R1	1799521	0	live	DR_2602	DR_2602	acetate kinase			1	NC_001263.1	2609311	2610507	plus	0		
226186	Bacteroides thetaiotaomicron VPI-5482	1076294	0	live	BT_3693	BT_3693	acetate kinase				NC_004663.1	4796407	4797606	plus	0		
366394	Sinorhizobium medicae WSM419	5318132	0	live	Smed_4675	Smed_4675	acetate kinase				NC_009620.1	1188420	1189595	plus	0		
226900	Bacillus cereus ATCC 14579	1206982	0	live	BC4637	BC4637	acetate kinase				NC_004722.1	4577722	4578915	minus	0		
321967	Lactobacillus paracasei ATCC 334	4420719	0	live	LSEI_2172	LSEI_2172	acetate kinase				NC_008526.1	2162953	2164158	plus	0		
321967	Lactobacillus paracasei ATCC 334	4419118	0	live	LSEI_0166	LSEI_0166	acetate kinase				NC_008526.1	164876	166066	plus	0		
260799	Bacillus anthracis str. Sterne	2848252	0	live	BAS4535	BAS4535	acetate kinase				NC_005945.1	4441145	4442338	minus	0		
1121869	Enterovibrio norvegicus DSM 15893	35873581	0	live	BM082_RS00395	BM082_RS00395, SAMN03084138_00077	acetate/propionate family kinase										
591962	Aeromonas fluvialis	35846658	0	live	BN1125_RS08390	BN1125_RS08390	acetate kinase										
591962	Aeromonas fluvialis	35845934	0	live	BN1125_RS02230	BN1125_RS02230	acetate kinase										
553239	Vibrio breoganii	35843184	0	live	A6E01_RS15425	A6E01_RS15425, A6E01_15425	acetate/propionate family kinase			2							
208223	Kosakonia cowanii	35810105	0	live	BWI95_RS21075	BWI95_RS21075, BWI95_21075	acetate kinase										
112002	Psychrobacter pacificensis	35802231	0	live	BLR43_RS00300	BLR43_RS00300, SAMN05660405_00059	acetate kinase										
34062	Moraxella osloensis	35778396	0	live	AXE82_RS03770	AXE82_RS03770, AXE82_03770	acetate kinase										
351671	Xenorhabdus doucetiae	34868444	0	live	XDD1_RS12015	XDD1_RS12015, XDD1_2603	acetate kinase										
1314869	Pseudoalteromonas espejiana DSM 9414	34812023	0	live	PESP_RS07375	PESP_RS07375, PESP_a1658	acetate kinase			I							
1219069	Vibrio mediterranei NBRC 15635	34768502	0	live	VME01S_RS25380	VME01S_RS25380	acetate kinase										
85581	Photobacterium damselae subsp. damselae	34512960	0	live	CAY62_RS18500	CAY62_RS18500, CAY62_18485	acetate kinase			II							
85581	Photobacterium damselae subsp. damselae	34509376	0	live	CAY62_RS10260	CAY62_RS10260, CAY62_10250	acetate kinase			I							
1305785	Kingella kingae Vir5453	34399433	0	live	QX78_RS09430	QX78_RS09430	acetate kinase										
1217656	Acinetobacter guillouiae NIPH 991	34386170	0	live	F964_RS07365	F964_RS07365, F964_01496	acetate kinase										
108981	Acinetobacter schindleri	34084568	0	live	AsACE_RS02240	AsACE_RS02240, AsACE_CH00444	acetate kinase										
43662	Pseudoalteromonas piscicida	34017073	0	live	B1L02_RS06525	B1L02_RS06525, B1L02_06525	acetate kinase			1							
38313	Shewanella algae	34009869	0	live	BN1227_RS09225	BN1227_RS09225	acetate kinase										
490	Neisseria sicca	33951724	0	live	A6J88_RS21260	A6J88_RS21260, A6J88_07135	acetate kinase										
490	Neisseria sicca	33951322	0	live	A6J88_RS19205	A6J88_RS19205, A6J88_05125	acetate kinase										
261164	Psychrobacter alimentarius	33059331	0	live	A3K91_RS01260	A3K91_RS01260, A3K91_0252	acetate kinase										
1441930	Chania multitudinisentens RB-25	32575651	0	live	Z042_RS12415	Z042_RS12415, Z042_03355	acetate kinase										
213554	Halomonas campaniensis	32425580	0	live	FF32_RS10350	FF32_RS10350, FF32_10640	acetate kinase										
182141	Pseudoalteromonas prydzensis	32416112	0	live	A7968_RS07885	A7968_RS07885	acetate kinase										
61648	Kluyvera intermedia	32366302	0	live	AB182_RS06890	AB182_RS06890, AB182_06895	acetate kinase										
47917	Serratia fonticola	32347060	0	live	AV650_RS21350	AV650_RS21350, AV650_21365	acetate kinase										
29489	Aeromonas enteropelogenes	32327462	0	live	BN1138_RS04900	BN1138_RS04900	acetate kinase										
29489	Aeromonas enteropelogenes	32326446	0	live	BN1138_RS10005	BN1138_RS10005	acetate kinase										
80854	Moritella viscosa	31935102	0	live	MVIS_RS14960	MVIS_RS14960, MVIS_2922	acetate kinase			1							
80854	Moritella viscosa	31933480	0	live	MVIS_RS06715	MVIS_RS06715, MVIS_1280	acetate kinase			1							
29483	Yersinia aldovae	31913568	0	live	AE375_RS15400	AE375_RS15400, ERS137964_03163	acetate kinase										
911008	Leclercia adecarboxylata ATCC 23216 = NBRC 102595	31871255	0	live	GLAD_RS17725	GLAD_RS17725, GLAD_01022	acetate kinase										
1269942	Salinivibrio costicola subsp. costicola ATCC 33508 = LMG 11651	31850694	0	live	D481_RS0112140	D481_RS0112140	acetate kinase										
1269942	Salinivibrio costicola subsp. costicola ATCC 33508 = LMG 11651	31850493	0	live	D481_RS0110430	D481_RS0110430	acetate kinase										
546262	Neisseria cinerea ATCC 14685	31799211	0	live	NEICINOT_RS00785	NEICINOT_RS00785	acetate kinase										
549	Pantoea agglomerans	31703658	0	live	BEE12_RS01140	BEE12_RS01140, BEE12_01140	acetate kinase										
663	Vibrio alginolyticus	31651838	0	live	AL471_RS19350	AL471_RS19350, AL471_19350	acetate kinase										
246167	Vibrio crassostreae	31641374	0	live	BN2639_RS12975	BN2639_RS12975	acetate kinase										
246167	Vibrio crassostreae	31638822	0	live	BN2639_RS00180	BN2639_RS00180	acetate kinase										
732	Aggregatibacter aphrophilus	31611814	0	live	ADJ80_RS08780	ADJ80_RS08780, ADJ80_08800	acetate kinase										
553611	Photobacterium leiognathi	31592309	0	live	UB42_RS17325	UB42_RS17325, UB42_17325	acetate kinase										
318456	Photobacterium kishitanii	31587153	0	live	UB40_RS12910	UB40_RS12910	pseudo										
1480675	Halolamina sediminis	30421128	0	live	BOX17_RS12235	BOX17_RS12235, BOX17_12110	acetate kinase										
1358411	Pantoea dispersa EGD-AAK13	29924340	0	live	N172_RS17150	N172_RS17150, N172_09730	acetate kinase										
1190813	Pseudoalteromonas shioyasakiensis	29847469	0	live	PASHI_RS07670	PASHI_RS07670	acetate kinase										
1076550	Pantoea rwandensis	29805825	0	live	LH22_RS08695	LH22_RS08695, LH22_08895	acetate kinase										
162160	Pseudoalteromonas telluritireducens	29553081	0	live	A2I98_RS05580	A2I98_RS05580, A2I98_11960	acetate kinase										
676	Vibrio fluvialis	29385383	0	live	AL536_RS34585	AL536_RS34585, AL536_11775	acetate kinase			2							
654	Aeromonas veronii	28676401	0	live	AMS64_RS05105	AMS64_RS05105, AMS64_05080	acetate kinase										
80852	Aliivibrio wodanis	28543149	0	live	AWOD_RS18245	AWOD_RS18245, AWOD_II_0894	acetate kinase			2							
80852	Aliivibrio wodanis	28540372	0	live	AWOD_RS04225	AWOD_RS04225, AWOD_I_0803	acetate kinase			1							
93061	Staphylococcus aureus subsp. aureus NCTC 8325	3919290	0	live	SAOUHSC_01820	SAOUHSC_01820	acetate kinase				NC_007795.1	1725538	1726740	minus	0		
242231	Neisseria gonorrhoeae FA 1090	3282870	0	live	NGO0977	NGO0977	acetate kinase				NC_002946.2	946790	948016	plus	0		
242231	Neisseria gonorrhoeae FA 1090	3281543	0	live	NGO1521	NGO1521	acetate kinase				NC_002946.2	1487852	1489051	minus	0		
265311	Mesoplasma florum L1	2898256	0	live	Mfl044	Mfl044	acetate kinase				NC_006055.1	59862	61052	plus	0		
160490	Streptococcus pyogenes M1 GAS	900448	0	live	SPy_0108	SPy_0108, SPy0108	hypothetical protein				NC_002737.2	105208	106161	plus	0		
210007	Streptococcus mutans UA159	1029171	0	live	SMU_1979c	SMU_1979c, SMU.1979c	hypothetical protein				NC_004350.2	1851492	1852445	minus	0		
28588	Zeugodacus cucurbitae	105208356	0	live	LOC105208356	ackA_1	uncharacterized LOC105208356	uncharacterized protein LOC105208356|Acetate kinase		Un							
